sample_group	score_threshold_pa	fraction_at_or_above	n_callable
MHV-mut	12.8	0.00041477384949634605	50630
MHV-mut	12.825000000000001	0.00041477384949634605	50630
MHV-mut	12.850000000000001	0.00041477384949634605	50630
MHV-mut	12.875	0.00041477384949634605	50630
MHV-mut	12.9	0.00041477384949634605	50630
MHV-mut	12.925	0.00039502271380604387	50630
MHV-mut	12.950000000000001	0.00039502271380604387	50630
MHV-mut	12.975000000000001	0.00039502271380604387	50630
MHV-mut	13.0	0.00039502271380604387	50630
MHV-mut	13.025	0.00039502271380604387	50630
MHV-mut	13.05	0.00039502271380604387	50630
MHV-mut	13.075000000000001	0.00039502271380604387	50630
MHV-mut	13.100000000000001	0.00039502271380604387	50630
MHV-mut	13.125	0.00039502271380604387	50630
MHV-mut	13.15	0.00039502271380604387	50630
MHV-mut	13.175	0.00039502271380604387	50630
MHV-mut	13.200000000000001	0.00039502271380604387	50630
MHV-mut	13.225000000000001	0.00039502271380604387	50630
MHV-mut	13.25	0.00039502271380604387	50630
MHV-mut	13.275	0.00037527157811574163	50630
MHV-mut	13.3	0.00037527157811574163	50630
MHV-mut	13.325000000000001	0.00037527157811574163	50630
MHV-mut	13.350000000000001	0.00037527157811574163	50630
MHV-mut	13.375	0.00037527157811574163	50630
MHV-mut	13.4	0.00037527157811574163	50630
MHV-mut	13.425	0.00037527157811574163	50630
MHV-mut	13.450000000000001	0.00037527157811574163	50630
MHV-mut	13.475000000000001	0.00037527157811574163	50630
MHV-mut	13.5	0.00037527157811574163	50630
MHV-mut	13.525	0.00037527157811574163	50630
MHV-mut	13.55	0.00035552044242543945	50630
MHV-mut	13.575000000000001	0.00035552044242543945	50630
MHV-mut	13.600000000000001	0.00035552044242543945	50630
MHV-mut	13.625	0.00035552044242543945	50630
MHV-mut	13.65	0.00033576930673513727	50630
MHV-mut	13.675	0.00033576930673513727	50630
MHV-mut	13.700000000000001	0.00033576930673513727	50630
MHV-mut	13.725000000000001	0.00033576930673513727	50630
MHV-mut	13.75	0.00033576930673513727	50630
MHV-mut	13.775	0.00033576930673513727	50630
MHV-mut	13.8	0.00033576930673513727	50630
MHV-mut	13.825000000000001	0.00033576930673513727	50630
MHV-mut	13.850000000000001	0.00033576930673513727	50630
MHV-mut	13.875	0.0003160181710448351	50630
MHV-mut	13.9	0.0003160181710448351	50630
MHV-mut	13.925	0.0003160181710448351	50630
MHV-mut	13.950000000000001	0.0003160181710448351	50630
MHV-mut	13.975000000000001	0.0003160181710448351	50630
MHV-mut	14.0	0.0003160181710448351	50630
MHV-mut	14.025	0.0003160181710448351	50630
MHV-mut	14.05	0.0003160181710448351	50630
MHV-mut	14.075000000000001	0.0003160181710448351	50630
MHV-mut	14.100000000000001	0.0003160181710448351	50630
MHV-mut	14.125	0.0003160181710448351	50630
MHV-mut	14.15	0.0003160181710448351	50630
MHV-mut	14.175	0.0002962670353545329	50630
MHV-mut	14.200000000000001	0.0002962670353545329	50630
MHV-mut	14.225000000000001	0.0002962670353545329	50630
MHV-mut	14.25	0.0002962670353545329	50630
MHV-mut	14.275	0.0002765158996642307	50630
MHV-mut	14.3	0.0002765158996642307	50630
MHV-mut	14.325000000000001	0.0002765158996642307	50630
MHV-mut	14.350000000000001	0.0002765158996642307	50630
MHV-mut	14.375	0.0002567647639739285	50630
MHV-mut	14.4	0.0002567647639739285	50630
MHV-mut	14.425	0.0002567647639739285	50630
MHV-mut	14.450000000000001	0.0002567647639739285	50630
MHV-mut	14.475000000000001	0.0002567647639739285	50630
MHV-mut	14.5	0.0002567647639739285	50630
MHV-mut	14.525	0.0002567647639739285	50630
MHV-mut	14.55	0.0002567647639739285	50630
MHV-mut	14.575000000000001	0.0002567647639739285	50630
MHV-mut	14.600000000000001	0.0002567647639739285	50630
MHV-mut	14.625	0.0002567647639739285	50630
MHV-mut	14.65	0.0002567647639739285	50630
MHV-mut	14.675	0.0002567647639739285	50630
MHV-mut	14.700000000000001	0.0002567647639739285	50630
MHV-mut	14.725000000000001	0.0002567647639739285	50630
MHV-mut	14.75	0.0002567647639739285	50630
MHV-mut	14.775	0.0002567647639739285	50630
MHV-mut	14.8	0.0002567647639739285	50630
MHV-mut	14.825000000000001	0.0002370136282836263	50630
MHV-mut	14.850000000000001	0.0002370136282836263	50630
MHV-mut	14.875	0.0002370136282836263	50630
MHV-mut	14.9	0.0002370136282836263	50630
MHV-mut	14.925	0.0002370136282836263	50630
MHV-mut	14.950000000000001	0.0002370136282836263	50630
MHV-mut	14.975000000000001	0.0002370136282836263	50630
MHV-mut	15.0	0.0002370136282836263	50630
